"ID","date","postcode","property_type","whether_old_or_new","freehold_or_leasehold","address1","address2","address3","town","local_aut","county","postcode_short","current_energy_rating","total_floor_area","number_habitable_rooms","co2_emissions_current","co2_emissions_potential","energy_consumption_current","energy_consumption_potential","windows_energy_eff","tenure","latitude","longitude","population","altitude","london_zone","nearest_station","water_company","average_income","district","price","type_of_closest_station","num_tube_lines","num_rail_lines","num_light_rail_lines","distance_to_station"
6580,"2019-09-30","BR6 9XR","D","N","F","20",NA,"VANCOUVER CLOSE",NA,"ORPINGTON","BROMLEY","BR6","D",142,7,5.2,3.6,209,142,"Good","owner-occupied",51.362125,0.096124,63,85,6,"chelsfield","Thames Water",61600,"Bromley",686000,"rail",0,1,0,1.351545
6581,"2019-07-02","UB8 2QP","T","N","F","57",NA,"BRIDGE ROAD",NA,"UXBRIDGE","HILLINGDON","UB8","E",99.623,4,5.9,5,309,261,"Average","owner-occupied",51.540313,-0.482714,121,33,6,"uxbridge","Affinity Water",45800,"Hillingdon",440000,"tube",2,0,0,0.5884658
6582,"2019-09-20","NW9 9NB","F","N","L","33",NA,"SUNNINGDALE GARDENS",NA,"LONDON","BRENT","NW9","D",65,3,3.9,2.6,353,231,"Average","owner-occupied",51.583547,-0.26836,94,59,4,"kingsbury","Affinity Water",50900,"Brent",345000,"tube",1,0,0,0.6033794
6583,"2019-07-29","NW1 9RE","F","N","L","14","FLAT B","MURRAY STREET",NA,"LONDON","CAMDEN","NW1","D",83,3,3.8,2,236,126,"Poor","owner-occupied",51.543299,-0.132395,50,36,2,"camden road","Thames Water",48800,"Camden",640000,"light_rail",0,0,1,0.3691116
6584,"2019-02-14","CR2 8NS","S","N","F","2A",NA,"BENHURST GARDENS",NA,"SOUTH CROYDON","CROYDON","CR2","C",89,5,2.1,0.8,133,52,"Good","owner-occupied",51.341545,-0.058594,56,150,3,"gravel hill","SES Water",62800,"Croydon",390000,"light_rail",0,0,1,1.475825
6585,"2019-08-30","KT9 1RH","S","N","F","4",NA,"OAKCROFT ROAD",NA,"CHESSINGTON","KINGSTON UPON THAMES","KT9","E",68,3,4.1,0.9,348,75,"Average","owner-occupied",51.371377,-0.293287,49,32,6,"chessington north","Thames Water",57500,"Kingston upon Thames",352500,"rail",0,1,0,0.6605482
6587,"2019-03-08","SW6 6RH","F","N","L","13","FLAT 2","GOWAN AVENUE",NA,"LONDON","HAMMERSMITH AND FULHAM","SW6","D",85,3,4,2.7,268,180,"Poor","owner-occupied",51.47641,-0.211786,145,7,2,"parsons green","Thames Water",69400,"Hammersmith and Fulham",838500,"tube",1,0,0,0.8103056
6588,"2019-12-23","SW4 7RJ","T","N","F","11",NA,"FERNDALE ROAD",NA,"LONDON","LAMBETH","SW4","E",218,9,11,4.6,291,118,"Very Poor","owner-occupied",51.462909,-0.127573,180,18,2,"clapham north","Thames Water",67300,"Lambeth",1300000,"tube",1,0,0,0.2348892
6589,"2019-05-13","SW14 7QG","S","N","F","22",NA,"TEMPLE SHEEN ROAD",NA,"LONDON","RICHMOND UPON THAMES","SW14","D",160,6,5.8,2.7,205,94,"Good","owner-occupied",51.462741,-0.273009,77,16,3,"mortlake","Thames Water",68200,"Richmond upon Thames",1250000,"rail",0,1,0,0.6288568
6590,"2019-01-31","SW18 3SF","F","N","L","SKIPSEA HOUSE","FLAT 7","FITZHUGH GROVE",NA,"LONDON","WANDSWORTH","SW18","C",63,3,1.7,1.3,158,119,"Good","owner-occupied",51.452261,-0.174239,97,32,3,"wandsworth common","Thames Water",62700,"Wandsworth",265648,"rail",0,1,0,0.897923
6591,"2019-01-18","E3 5NE","F","N","L","45A",NA,"DRIFFIELD ROAD",NA,"LONDON","TOWER HAMLETS","E3","C",52,2,2,1.6,222,171,"Average","owner-occupied",51.532837,-0.036784,146,17,2,"mile end","Thames Water",55500,"Tower Hamlets",440000,"tube",2,0,0,0.8270834
6592,"2019-04-16","SE13 7TX","T","N","F","59",NA,"SANDROCK ROAD",NA,"LONDON","LEWISHAM","SE13","C",114,5,3.5,1.5,175,75,"Average","owner-occupied",51.464815,-0.022902,30,27,2,"st johns","Thames Water",60400,"Lewisham",705000,"rail",0,1,0,0.3747042
6593,"2019-04-17","TW13 4TD","F","N","L","89",NA,"REDFORD CLOSE",NA,"FELTHAM","HOUNSLOW","TW13","C",29,2,1.6,1.5,334,310,"Average","owner-occupied",51.442581,-0.425074,70,17,6,"feltham","Affinity Water",53500,"Hounslow",165000,"rail",0,1,0,1.2067588
6594,"2019-09-27","E17 7PD","F","N","L","110",NA,"ARKLEY ROAD",NA,"LONDON","WALTHAM FOREST","E17","E",32,2,2.5,1.7,458,311,"Average","owner-occupied",51.579435,-0.030416,173,14,3,"st james street","Thames Water",50900,"Waltham Forest",2e+05,"light_rail",0,0,1,0.189527
6595,"2019-01-18","IG8 7DD","S","N","F","12",NA,"SPRING GARDENS",NA,"WOODFORD GREEN","REDBRIDGE","IG8","D",124,8,6.1,3.3,256,134,"Average","owner-occupied",51.603864,0.035727,60,25,4,"woodford","Thames Water",54400,"Redbridge",720000,"tube",1,0,0,0.4561076
6596,"2019-08-28","N11 2SJ","F","N","L","18",NA,"HIGHWORTH ROAD",NA,"LONDON","ENFIELD","N11","E",42,3,3.1,1.3,421,172,"Good","owner-occupied",51.612891,-0.126174,30,38,3,"bounds green","Thames Water",52200,"Barnet",370000,"tube",1,0,0,0.5132764
6597,"2019-01-25","N19 3ND","F","N","L","57A",NA,"HAZELLVILLE ROAD",NA,"LONDON","ISLINGTON","N19","C",59.7,2,2.5,2.2,248,216,"Very Poor","rental (private)",51.571382,-0.129036,28,68,2,"archway","Thames Water",46300,"Camden",370000,"tube",1,0,0,0.574795
6599,"2019-05-03","N13 6JN","S","N","F","16",NA,"UPSDELL AVENUE",NA,"LONDON","ENFIELD","N13","D",105,6,4.8,2.4,256,125,"Average","owner-occupied",51.609445,-0.107599,132,30,3,"bowes park","Thames Water",52200,"Enfield",635000,"rail",0,1,0,0.6195358
6600,"2019-03-12","TW13 4PX","S","N","F","68",NA,"HAMILTON ROAD",NA,"FELTHAM","HOUNSLOW","TW13","D",100,6,4.9,1.6,276,90,"Average","owner-occupied",51.43244,-0.424574,145,15,6,"kempton park","Affinity Water",53500,"Hounslow",403000,"rail",0,1,0,1.7442698
6601,"2019-09-30","E3 2HN","F","N","L","ST AGNES HOUSE, 13","FLAT 3","ORDELL ROAD",NA,"LONDON","TOWER HAMLETS","E3","B",70,3,1.1,1,88,82,"Average","owner-occupied",51.530339,-0.026307,77,14,2,"bow road","Thames Water",57000,"Tower Hamlets",410000,"tube",2,0,0,0.422552
6602,"2019-09-17","HA6 1EE","S","N","F","44",NA,"REGINALD ROAD",NA,"NORTHWOOD","HILLINGDON","HA6","D",103,6,4.9,1.5,246,74,"Very Poor","owner-occupied",51.607706,-0.417793,88,71,6,"northwood","Affinity Water",55500,"Hillingdon",595000,"tube",1,0,0,0.4554862
6604,"2019-03-29","SM4 4ET","T","N","F","172",NA,"HILLCROSS AVENUE",NA,"MORDEN","MERTON","SM4","E",80,5,5.2,1.7,367,115,"Poor","owner-occupied",51.396246,-0.213313,120,29,4,"morden south","SES Water",60600,"Merton",390000,"rail",0,1,0,0.7960134
6605,"2019-05-17","SE22 9AT","F","N","L","94","FLAT 1","EAST DULWICH ROAD",NA,"LONDON","SOUTHWARK","SE22","D",62,4,2.5,1.7,226,152,"Poor","owner-occupied",51.461704,-0.074272,193,21,2,"east dulwich","Thames Water",62600,"Southwark",552000,"rail",0,1,0,0.3560622
6606,"2019-06-27","N19 4PA","F","N","L","61A",NA,"MARLBOROUGH ROAD",NA,"LONDON","ISLINGTON","N19","D",80,3,3.8,1.8,266,126,"Good","owner-occupied",51.565035,-0.125718,107,43,2,"upper holloway","Thames Water",52100,"Camden",6e+05,"light_rail",0,0,1,0.201955
6607,"2019-08-09","N10 1BB","F","N","L","34",NA,"BEDFORD CLOSE",NA,"LONDON","BARNET","N10","D",50,3,3.3,2.6,395,313,"Average","rental (private)",51.603784,-0.147116,65,58,4,"new southgate","Affinity Water",49800,"Haringey",340000,"rail",0,1,0,1.2291292
6608,"2019-07-05","IG6 2JE","S","N","F","32",NA,"ASHLEY AVENUE",NA,"ILFORD","REDBRIDGE","IG6","D",68,3,3.3,1.1,275,93,"Average","rental (private)",51.592763,0.075497,71,35,4,"fairlop","Thames Water",43600,"Redbridge",315000,"tube",1,0,0,0.9240218
6610,"2019-12-16","KT3 6QG","F","N","L","23A",NA,"BARNARD GARDENS",NA,"NEW MALDEN","MERTON","KT3","D",59,3,2.4,1.4,226,138,"Average","owner-occupied",51.398896,-0.242307,146,16,4,"motspur park","Thames Water",67300,"Kingston upon Thames",280000,"rail",0,1,0,0.3827824
6612,"2019-06-24","E7 8EA","F","N","F","550A",NA,"KATHERINE ROAD",NA,"LONDON","NEWHAM","E7","E",59,4,3.7,2.7,325,233,"Average","rental (private)",51.54683,0.036382,113,12,3,"woodgrange park","Thames Water",49500,"Newham",266000,"light_rail",0,0,1,0.960063
6613,"2019-12-20","SE2 0SF","T","N","F","48",NA,"AMBERLEY ROAD",NA,"LONDON","BEXLEY","SE2","E",67,5,4.6,1.5,395,128,"Good","owner-occupied",51.480548,0.129346,122,69,4,"abbey wood","Thames Water",50100,"Greenwich",367500,"rail",0,1,0,1.0420878
6614,"2019-10-03","RM12 4SE","S","N","F","45",NA,"KENILWORTH GARDENS",NA,"HORNCHURCH","HAVERING","RM12","E",112,6,5.9,3.2,297,160,"Average","owner-occupied",51.554478,0.217664,127,23,6,"hornchurch","Essex & Suffolk Water",52100,"Havering",465000,"tube",1,0,0,0.1696422
6615,"2019-05-03","SW16 6QX","F","N","L","408",NA,"SOUTHCROFT ROAD",NA,"LONDON","WANDSWORTH","SW16","D",87,5,4.2,2.7,249,162,"Poor","rental (private)",51.419954,-0.14866,69,24,3,"tooting","Thames Water",52800,"Croydon",499999,"rail",0,1,0,0.7593508
6616,"2019-12-13","E17 7QQ","T","N","F","80",NA,"EXMOUTH ROAD",NA,"LONDON","WALTHAM FOREST","E17","D",79,5,3.9,1.7,254,110,"Poor","rental (private)",51.580721,-0.025597,124,17,3,"walthamstow queens road","Thames Water",48100,"Waltham Forest",650000,"light_rail",0,0,1,0.0981812
6617,"2019-04-18","HA7 3BW","F","N","L","5",NA,"HEWETT CLOSE",NA,"STANMORE","HARROW","HA7","D",80,4,3.3,2,232,145,"Average","owner-occupied",51.620229,-0.314231,15,102,5,"stanmore","Affinity Water",54300,"Harrow",416000,"tube",1,0,0,0.658684
6618,"2019-02-20","HA6 3RE","D","N","F","6",NA,"SHEFTON RISE",NA,"NORTHWOOD","HILLINGDON","HA6","E",172,9,12,4,400,129,"Average","owner-occupied",51.610762,-0.406421,23,109,6,"northwood hills","Affinity Water",62000,"Hillingdon",840000,"tube",1,0,0,0.9625486
6619,"2019-11-22","RM3 9NF","S","N","F","44",NA,"WOODSTOCK AVENUE",NA,"ROMFORD","HAVERING","RM3","E",123,5,8.5,2.7,391,124,"Average","owner-occupied",51.604917,0.24721,115,53,6,"harold wood","Essex & Suffolk Water",41500,"Havering",393000,"rail",0,1,0,1.2048946
6621,"2019-09-02","KT9 1EG","S","N","F","50",NA,"PRIORY ROAD",NA,"CHESSINGTON","KINGSTON UPON THAMES","KT9","D",65,4,3.5,0.8,304,71,"Average","owner-occupied",51.372335,-0.30101,94,35,6,"chessington north","Thames Water",57500,"Kingston upon Thames",370000,"rail",0,1,0,0.801606
6622,"2019-06-07","EN5 5UR","F","N","L","67A",NA,"HIGH STREET",NA,"BARNET","BARNET","EN5","D",117,4,6,2.6,289,127,"Average","owner-occupied",51.654165,-0.201805,17,133,5,"high barnet","Affinity Water",60200,"Barnet",4e+05,"tube",1,0,0,0.4374656
6623,"2019-09-04","TW12 2RY","F","N","L","63","FLAT 5","ORMOND AVENUE",NA,"HAMPTON","RICHMOND UPON THAMES","TW12","C",43,2,1,0.9,129,121,"Average","owner-occupied",51.416843,-0.364493,57,16,6,"hampton","Thames Water",61900,"Richmond upon Thames",305000,"rail",0,1,0,0.369733
6624,"2019-04-04","SW20 8RP","F","N","L","LANGHAM COURT","FLAT 34","WYKE ROAD",NA,"LONDON","MERTON","SW20","B",39.6,1,1.3,1.2,189,186,"Average","rental (private)",51.410743,-0.225819,93,18,4,"raynes park","Thames Water",57900,"Merton",224000,"rail",0,1,0,0.2025764
6625,"2019-08-30","RM6 5TJ","S","N","F","23",NA,"TOLWORTH GARDENS",NA,"ROMFORD","BARKING AND DAGENHAM","RM6","C",145,5,4.4,3,171,117,"Average","rental (private)",51.57934,0.132965,57,21,5,"chadwell heath","Essex & Suffolk Water",39000,"Redbridge",249995,"rail",0,1,0,1.0855858
6626,"2019-01-04","SE27 9PR","T","N","F","163",NA,"ROMMANY ROAD",NA,"LONDON","LAMBETH","SE27","D",123,5,4.2,1.5,192,67,"Average","owner-occupied",51.429085,-0.093326,99,54,3,"west norwood","Thames Water",43300,"Lambeth",550000,"rail",0,1,0,0.5213546
6627,"2019-11-21","NW10 1BT","T","N","F","50",NA,"MULGRAVE ROAD",NA,"LONDON","BRENT","NW10","D",147,6,6.4,4.2,206,128,"Average","owner-occupied",51.556118,-0.241576,86,41,3,"dollis hill","Thames Water",46400,"Brent",950000,"tube",1,0,0,0.4902846
6628,"2019-11-13","BR3 4AZ","T","N","F","48",NA,"SHIRLEY CRESCENT",NA,"BECKENHAM","BROMLEY","BR3","D",59.88,3,2.4,2,213,172,"Average","owner-occupied",51.395174,-0.045888,126,39,4,"elmers end","Thames Water",59500,"Bromley",346500,"light_rail",0,1,1,0.5194904
6630,"2019-05-31","SE22 9EY","F","N","L","91A",NA,"CRYSTAL PALACE ROAD",NA,"LONDON","SOUTHWARK","SE22","D",29.18,2,2.2,1.9,450,384,"Average","rental (private)",51.458114,-0.0714,84,28,2,"east dulwich","Thames Water",62600,"Southwark",5e+05,"rail",0,1,0,0.5729308
6631,"2019-11-27","CR2 0QS","S","N","F","26",NA,"PENWORTHAM ROAD",NA,"SOUTH CROYDON","CROYDON","CR2","D",138,8,5.1,1.9,210,78,"Good","owner-occupied",51.34338,-0.098046,112,82,6,"purley oaks","SES Water",58600,"Croydon",625000,"rail",0,1,0,0.366626
6632,"2019-05-17","E5 8BY","F","N","L","12","FLAT 4","KENNINGHALL ROAD",NA,"LONDON","HACKNEY","E5","C",46,2,1,1,104,99,"Good","owner-occupied",51.558261,-0.062434,132,22,2,"rectory road","Thames Water",45600,"Hackney",317000,"light_rail",0,0,1,0.3461198
6633,"2019-11-21","HA2 6QG","F","N","L","BEVERLEY COURT","9","HARROW VIEW",NA,"HARROW","HARROW","HA2","C",54,3,2,1.3,209,135,"Average","owner-occupied",51.592945,-0.346778,39,57,5,"harrow and wealdstone","Affinity Water",63700,"Harrow",275000,"tube",2,1,1,0.6319638
6634,"2019-12-06","W9 1TB","F","N","L","FLORENCE COURT","FLAT 1","MAIDA VALE",NA,"LONDON","WESTMINSTER","W9","D",90,3,4.1,2.2,258,138,"Poor","owner-occupied",51.527831,-0.179867,93,38,2,"maida vale","Thames Water",53500,"Westminster",7e+05,"tube",2,0,0,0.3554408
6635,"2019-08-15","W4 4QY","T","N","F","22",NA,"BARROWGATE ROAD",NA,"LONDON","HOUNSLOW","W4","D",153,5,5.8,3.4,215,123,"Good","owner-occupied",51.488335,-0.268225,108,9,3,"gunnersbury","Thames Water",61300,"Hounslow",1225000,"tube",1,0,1,0.5020912
6636,"2019-10-22","W12 9BY","F","N","L","71","GROUND FLOOR FLAT","GAYFORD ROAD",NA,"LONDON","HAMMERSMITH AND FULHAM","W12","D",58,3,3.2,1.7,285,156,"Very Poor","rental (private)",51.502886,-0.245259,138,7,2,"stamford brook","Thames Water",54400,"Hammersmith and Fulham",365000,"tube",1,0,0,0.8407542
6637,"2019-02-25","RM9 6EF","F","N","L","33",NA,"TALLOW CLOSE",NA,"DAGENHAM","BARKING AND DAGENHAM","RM9","C",53,2,1.3,1.3,143,137,"Good","rental (private)",51.540163,0.132733,190,7,5,"becontree","Essex & Suffolk Water",42200,"Barking and Dagenham",203000,"tube",1,0,0,0.3933462
6638,"2019-10-04","SE10 0QL","F","N","L","FARADAY LODGE","FLAT 108","RENAISSANCE WALK",NA,"LONDON","GREENWICH","SE10","C",102,4,2.1,1.9,115,105,"Average","owner-occupied",51.495145,0.015248,111,7,2,"north greenwich","Thames Water",58500,"Greenwich",560000,"tube",1,0,0,0.674219
6639,"2019-12-02","W4 1JZ","D","N","F","37",NA,"THE ORCHARD",NA,"LONDON","EALING","W4","F",319,9,21,14,370,241,"Very Poor","owner-occupied",51.496172,-0.258232,9,11,2,"turnham green","Thames Water",72900,"Hounslow",3100000,"tube",2,0,0,0.270309
6640,"2019-07-04","IG1 3DH","T","N","F","108",NA,"MAYFAIR AVENUE",NA,"ILFORD","REDBRIDGE","IG1","C",136,7,3.8,2.1,159,86,"Average","owner-occupied",51.561808,0.060364,151,9,4,"ilford","Thames Water",46100,"Redbridge",610000,"rail",0,1,0,0.5723094
6641,"2019-09-06","W9 2PZ","F","N","L","MANOR HOUSE COURT, 11","FLAT 4","WARRINGTON GARDENS",NA,"LONDON","WESTMINSTER","W9","D",54,2,2.6,1.5,251,142,"Average","owner-occupied",51.523802,-0.184342,37,31,2,"warwick avenue","Thames Water",65100,"Westminster",507500,"tube",2,0,0,0.0739466
6642,"2019-08-02","SM6 9RN","T","N","F","7",NA,"COWPER GARDENS",NA,"WALLINGTON","SUTTON","SM6","E",98,5,6.5,1.5,377,84,"Average","owner-occupied",51.356721,-0.143181,83,69,5,"wallington","SES Water",55100,"Sutton",462500,"rail",0,1,0,0.7556224
6643,"2019-04-26","SE10 9BB","F","N","L","WOOD WHARF APARTMENTS","APARTMENT 48","HORSEFERRY PLACE",NA,"LONDON","GREENWICH","SE10","D",89.9,3,3.7,3.6,273,267,"Good","rental (private)",51.482753,-0.013701,78,6,2,"cutty sark for maritime greenwich","Thames Water",57500,"Greenwich",605000,"light_rail",0,0,1,0.1758562
6644,"2019-08-30","SE20 8DR","F","N","L","54","FLAT 2","THICKET ROAD",NA,"LONDON","BROMLEY","SE20","D",41,2,1.9,1.1,260,149,"Average","owner-occupied",51.417769,-0.063549,201,62,4,"penge west","Thames Water",54200,"Bromley",255000,"light_rail",0,1,1,0.1808274
6645,"2019-09-16","SE4 1SD","S","N","F","90",NA,"EWHURST ROAD",NA,"LONDON","LEWISHAM","SE4","D",90,5,4.2,1.8,261,112,"Average","owner-occupied",51.449804,-0.029207,126,29,3,"catford","Thames Water",58800,"Lewisham",510000,"rail",0,1,0,0.4741282
6646,"2019-10-30","W5 4RQ","F","N","L","160",NA,"CLAYPONDS GARDENS",NA,"LONDON","HOUNSLOW","W5","D",44,3,2.1,1.1,245,126,"Average","owner-occupied",51.495295,-0.303948,70,18,3,"south ealing","Thames Water",50200,"Ealing",280000,"tube",1,0,0,0.5089266
6647,"2019-03-29","SW19 1SS","D","N","F","42",NA,"GRIFFITHS ROAD",NA,"LONDON","MERTON","SW19","F",115,5,10,2.8,491,137,"Average","owner-occupied",51.418524,-0.197085,98,19,3,"south wimbledon","Thames Water",75100,"Merton",1480000,"tube",1,0,0,0.4144738
6648,"2019-09-06","W12 9AJ","T","N","F","6",NA,"BEVAN MEWS",NA,"LONDON","HAMMERSMITH AND FULHAM","W12","C",105,4,2.3,1,125,54,"Good","owner-occupied",51.505579,-0.237859,15,9,2,"shepherds bush market","Thames Water",48800,"Hammersmith and Fulham",960000,"tube",2,0,0,0.52819
6649,"2019-09-19","BR2 7HQ","S","N","F","50",NA,"ABBOTSBURY ROAD",NA,"BROMLEY","BROMLEY","BR2","D",169,7,5.3,3.4,177,114,"Good","owner-occupied",51.372511,0.005246,89,74,5,"hayes","Thames Water",61700,"Bromley",780000,"rail",0,1,0,0.4803422
6651,"2019-09-09","BR1 5BL","S","N","F","20",NA,"LEAMINGTON AVENUE",NA,"BROMLEY","BROMLEY","BR1","D",108.85,5,4.4,4.4,239,239,"Average","owner-occupied",51.423742,0.028819,86,47,4,"grove park","Thames Water",53700,"Bromley",560000,"rail",0,1,0,0.938314
6652,"2019-05-24","TW13 4QH","T","N","F","9",NA,"RYLAND CLOSE",NA,"FELTHAM","HOUNSLOW","TW13","C",94,4,2.8,1.3,167,75,"Average","owner-occupied",51.435858,-0.421996,97,13,6,"feltham","Affinity Water",53500,"Hounslow",410000,"rail",0,1,0,1.1638822
6653,"2019-12-13","NW2 3SD","F","N","L","3","FLAT 3","MINSTER ROAD",NA,"LONDON","CAMDEN","NW2","D",57,2,2.4,1.3,236,132,"Average","owner-occupied",51.551527,-0.207337,42,63,2,"kilburn","Thames Water",60500,"Camden",385000,"tube",1,0,0,0.4107454
6654,"2019-08-23","UB8 1PJ","F","N","L","GLADE COURT, 65","30","HAREFIELD ROAD",NA,"UXBRIDGE","HILLINGDON","UB8","C",41,2,1.2,1.1,166,159,"Good","rental (private)",51.551439,-0.480123,112,44,6,"uxbridge","Affinity Water",47400,"Hillingdon",96000,"tube",2,0,0,0.5070624
6655,"2019-03-15","SE2 9HX","S","N","F","14",NA,"BIRKDALE ROAD",NA,"LONDON","GREENWICH","SE2","E",83,5,4.9,2.1,332,142,"Average","owner-occupied",51.489327,0.103797,83,2,4,"abbey wood","Thames Water",43900,"Greenwich",330000,"rail",0,1,0,0.8973016
6656,"2019-03-27","CR4 1HJ","T","N","F","473",NA,"COMMONSIDE EAST",NA,"MITCHAM","MERTON","CR4","D",81,4,4.5,0.9,310,61,"Average","rental (private)",51.396435,-0.138842,55,31,3,"beddington lane","Thames Water",47200,"Merton",365000,"light_rail",0,0,1,0.8475896
6657,"2019-10-28","W12 0PG","T","N","F","55",NA,"THORPEBANK ROAD",NA,"LONDON","HAMMERSMITH AND FULHAM","W12","E",76.04,4,4.4,3.4,352,273,"Very Poor","rental (private)",51.508007,-0.239048,145,9,2,"shepherds bush market","Thames Water",53900,"Hammersmith and Fulham",685000,"tube",2,0,0,0.5909514
6658,"2019-10-11","E11 1EB","F","N","L","31",NA,"HAINAULT ROAD",NA,"LONDON","WALTHAM FOREST","E11","C",62.27,3,2.7,2.7,264,256,"Average","rental (private)",51.568835,-0.006055,38,17,3,"leyton midland road","Thames Water",52700,"Redbridge",376150,"light_rail",0,0,1,0.2429674
6659,"2019-10-04","RM5 3TJ","T","N","F","14A",NA,"WILTON DRIVE",NA,"ROMFORD","HAVERING","RM5","D",70,5,3.2,1.8,254,142,"Average","owner-occupied",51.598883,0.171783,98,47,6,"romford","Essex & Suffolk Water",48000,"Havering",331000,"light_rail",0,1,1,2.007122
6660,"2019-10-24","N1 0LX","F","N","L","49A",NA,"RICHMOND AVENUE",NA,"LONDON","ISLINGTON","N1","D",80.7,5,4.3,4.2,321,313,"Very Poor","owner-occupied",51.538851,-0.112417,96,39,2,"caledonian road and barnsbury","Thames Water",67200,"Islington",930000,"light_rail",0,0,1,0.4530006
6661,"2019-09-19","W7 2JW","T","N","F","136",NA,"ELTHORNE AVENUE",NA,"LONDON","EALING","W7","D",133,7,4.7,2.5,185,98,"Average","rental (private)",51.503954,-0.327674,95,27,4,"boston manor","Thames Water",54900,"Ealing",835000,"tube",1,0,0,0.773643
6662,"2019-06-20","RM8 3DS","T","N","F","54",NA,"ROWLANDS ROAD",NA,"DAGENHAM","BARKING AND DAGENHAM","RM8","C",76,3,2.5,0.7,185,52,"Good","owner-occupied",51.558896,0.145469,29,17,5,"chadwell heath","Essex & Suffolk Water",44900,"Barking and Dagenham",315000,"rail",0,1,0,1.2825696
6663,"2019-08-09","RM2 6RJ","F","N","L","22",NA,"FERGUSON COURT",NA,"ROMFORD","HAVERING","RM2","C",65,3,1.6,1.3,144,117,"Average","rental (private)",51.590496,0.21582,76,34,6,"gidea park","Essex & Suffolk Water",51900,"Havering",235000,"rail",0,1,0,0.8991658
6664,"2019-05-23","NW3 5NR","F","N","L","20","FLAT 4","LYNDHURST GARDENS",NA,"LONDON","CAMDEN","NW3","E",69.24,3,5.1,4.4,437,379,"Very Poor","owner-occupied",51.550376,-0.171237,116,79,2,"belsize park","Thames Water",65500,"Camden",730000,"tube",1,0,0,0.4884204
6665,"2019-01-04","RM8 3NU","T","N","F","25",NA,"MORRIS ROAD",NA,"DAGENHAM","BARKING AND DAGENHAM","RM8","D",62,3,3.1,1,285,85,"Average","owner-occupied",51.559606,0.147003,74,18,5,"chadwell heath","Essex & Suffolk Water",44900,"Barking and Dagenham",315000,"rail",0,1,0,1.314261
6666,"2019-03-29","W5 5NJ","F","N","L","NOEL HOUSE","FLAT 2","THE PARK",NA,"LONDON","EALING","W5","E",93,4,5.2,2.1,319,131,"Very Poor","owner-occupied",51.50768,-0.302248,12,33,3,"south ealing","Thames Water",56900,"Ealing",622500,"tube",1,0,0,0.549939
6667,"2019-11-22","SW17 8JT","F","N","L","41",NA,"HILLBURY ROAD","BALHAM","LONDON","WANDSWORTH","SW17","D",40,2,2.5,2.2,365,322,"Good","owner-occupied",51.435504,-0.146477,211,36,3,"tooting bec","Thames Water",69000,"Wandsworth",350000,"tube",1,0,0,0.7531368
6668,"2019-12-11","UB6 9HS","T","N","F","123",NA,"MORNINGTON ROAD",NA,"GREENFORD","EALING","UB6","D",102,5,4.8,1.5,266,79,"Average","owner-occupied",51.528133,-0.36071,22,35,4,"south greenford","Affinity Water",50800,"Ealing",495000,"rail",0,1,0,1.4671254
6669,"2019-02-08","NW5 4AP","F","N","L","117",NA,"KILN PLACE",NA,"LONDON","CAMDEN","NW5","D",77,4,3.9,3.4,289,252,"Average","owner-occupied",51.55362,-0.151013,132,44,2,"gospel oak","Thames Water",45600,"Camden",405000,"light_rail",0,0,1,0.2181114
6670,"2019-11-13","RM13 9LD","S","N","F","5",NA,"PALMERSTON ROAD",NA,"RAINHAM","HAVERING","RM13","D",72,5,2.7,1.1,219,88,"Good","owner-occupied",51.526748,0.206959,91,6,6,"rainham","Essex & Suffolk Water",49000,"Havering",310000,"rail",0,2,0,1.404364
6671,"2019-10-04","HA2 8RY","S","N","F","345",NA,"EASTCOTE LANE",NA,"HARROW","HARROW","HA2","D",91,7,4.4,1.4,272,88,"Poor","owner-occupied",51.560375,-0.376632,43,39,5,"northolt park","Affinity Water",52200,"Harrow",430000,"rail",0,1,0,0.9302358
6672,"2019-09-19","RM13 7SD","D","N","F","255",NA,"RAINHAM ROAD",NA,"RAINHAM","HAVERING","RM13","E",63,3,4.6,0.9,410,79,"Average","owner-occupied",51.532353,0.184376,63,7,6,"rainham","Essex & Suffolk Water",44000,"Havering",285000,"rail",0,2,0,1.3583804
